# The physical locations of oNCOs found in the probands of this study are supplied in
# this file along with information about the number of MPPs within the oNCO, family
# size and whether oNCO is unambiguously assigned to owner. Ambiguously assigned
# oNCOs are not used for analysis of allele selection bias and DNMs colocation.
# The data columns are as follows: 
# Chr (chromosome),
# Begin (GRCh38 position of earliest converted variant in oNCO),
# End (GRCh38 position of last converted variant in oNCO),
# pid (proband ID),
# ptype (transmitting parent, P: paternal, M: maternal),
# event_id (unique ID for oNCO)
# MPPs (number of MPPs within oNCO),
# gcMPPs (number of gene-converted MPPs within oNCO),
# sibs (number of siblings with same parents),
# AO (ambiguous owner of oNCO - only in 2-children families),
Chr	Begin	End	pid	ptype	event_id	MPPs	gcMPPs	sibs	AO
chr5	173577683	173577683	P0E83B	P	Y0317B	1	1	2	0
chr5	173709384	173709384	P0F5C7	P	Y022C9	1	1	2	0
chr5	173733146	173733146	P04798	M	X01738	1	1	2	0
chr5	173733146	173733146	P0041E	P	Y02404	1	1	3	0
chr5	173733146	173733146	P020C2	P	Y006CD	1	1	2	0
chr5	173756359	173757557	P00AD2	M	X02012	2	2	3	0
chr5	173756621	173756621	P07AC3	M	X009A4	1	1	5	0
chr5	173757557	173757557	P09B34	M	X03097	1	1	2	0
chr5	173790325	173790325	P062D8	M	X01FFD	1	1	2	0
chr5	173790325	173790325	P0F390	M	X01DE8	1	1	2	0
chr5	173842497	173842547	P038C3	M	X035A6	3	3	2	0
chr5	173931334	173931334	P0D14A	M	X03399	1	1	3	0
chr5	174170972	174186613	P0CED2	M	X02756	5	3	5	0
chr5	174175100	174186289	P0CC1E	M	X033DF	4	2	2	0
chr5	174187751	174187751	P057AF	M	X02B70	1	1	6	0
chr5	174187751	174187751	P09B79	M	X0243F	1	1	9	0
chr5	174187751	174187751	P0ED29	M	X001BC	1	1	2	0
chr5	174188965	174188965	P021FE	M	X00C45	1	1	3	0
chr5	174189627	174189696	P09A97	M	X027BC	2	2	3	0
chr5	174334842	174337236	P016B5	M	X002E9	5	5	3	0
chr5	174335503	174335503	P0CA61	P	Y02A5C	1	1	2	0
chr5	174340633	174340633	P01BDE	M	X02048	1	1	2	0
chr5	174451724	174451724	P0A876	M	X02144	1	1	2	0
chr5	174639952	174640156	P04EA3	M	X01451	3	3	3	0
chr5	174740620	174740620	P02EAA	M	X01FC2	1	1	2	0
chr5	174847461	174847461	P002B1	P	Y0014A	1	1	2	0
chr5	174847791	174847791	P0AA3A	M	X02888	1	1	6	0
chr5	174863253	174873653	P02209	M	X0249B	5	2	2	0
chr5	174972895	174972895	P0EF7D	M	X01C43	1	1	17	0
chr5	174993063	174993063	P06BCE	M	X03338	1	1	2	0
chr5	175042280	175042280	P0D555	M	X03295	1	1	3	0
chr5	175042688	175042688	P088AC	M	X03B0B	1	1	2	0
chr5	175054782	175061954	P0ABEB	M	X003A9	12	9	3	0
chr5	175061951	175061954	P0443F	P	Y0298C	2	2	2	0
chr5	175061951	175061954	P05163	P	Y00B0C	2	2	2	0
chr5	175117107	175117107	P0533A	M	X02BAD	1	1	3	0
chr5	175174331	175174331	P0E424	P	Y001DF	1	1	8	0
chr5	175174438	175174438	P0B873	M	X0299A	1	1	2	0
chr5	175174438	175174438	P00B77	P	Y02A49	1	1	3	0
chr5	175202551	175202551	P00F68	M	X01111	1	1	5	0
chr5	175259986	175259986	P0B833	M	X00600	1	1	2	0
chr5	175262108	175262108	P0A699	P	Y02B09	1	1	2	0
chr5	175293352	175293352	P0260E	P	Y01E97	1	1	2	0
chr5	175333651	175333668	P048B6	M	X03220	2	2	5	0
chr5	175424187	175424187	P0BD86	M	X00096	1	1	5	0
chr5	175539812	175541602	P01590	M	X01452	5	5	3	0
chr5	175542608	175542608	P0D6FB	P	Y01843	1	1	3	0
chr5	175542772	175542905	P08438	M	X0341A	3	3	2	0
chr5	175545606	175545606	P06C6C	M	X0165F	1	1	2	0
chr5	175548316	175548316	P0D48A	M	X0359A	1	1	2	0
chr5	175603798	175603798	P0694D	P	Y0194E	1	1	2	0
chr5	175702646	175711171	P05006	M	X02947	13	7	2	0
chr5	175774038	175777805	P04752	M	X014ED	3	2	9	0
chr5	175774664	175779660	P0A44C	M	X016F3	4	4	6	0
chr5	175777780	175778131	P0C4F5	M	X0175A	2	2	7	0
chr5	175777780	175777780	P0EB41	P	Y00CDC	1	1	2	0
chr5	175777805	175777805	P024F3	P	Y01DBF	1	1	9	0
chr5	175777805	175777805	P09EE9	P	Y01F32	1	1	3	0
chr5	175777805	175777805	P0CC2C	P	Y001EF	1	1	3	0
chr5	175778618	175778618	P0D397	M	X00F40	1	1	2	0
chr5	175790401	175790401	P065B7	P	Y005ED	1	1	3	0
chr5	175883522	175883522	P04C80	M	X02B4E	1	1	2	0
chr5	175892558	175892558	P04736	P	Y01154	1	1	4	0
chr5	176394625	176394625	P07AE2	M	X01778	1	1	3	0
chr5	176394625	176394625	P0C5DF	M	X01F00	1	1	5	0
chr5	176404606	176404606	P05597	P	Y00AE5	1	1	2	0
chr5	176717347	176717347	P0DBA8	P	Y00F01	1	1	2	0
chr5	176717803	176717803	P0E916	M	X0166E	1	1	2	0
chr5	176732928	176732928	P020D2	P	Y02FA9	1	1	4	0
chr5	176733096	176733096	P013F4	P	Y02052	1	1	3	0
chr5	176811613	176811613	P0BEEA	M	X015D4	1	1	2	0
chr5	176882580	176882580	P026A5	P	Y00782	1	1	5	0
chr5	176882580	176882580	P03E7C	P	Y02591	1	1	4	0
chr5	176883088	176883088	P00882	M	X016B1	1	1	3	0
chr5	176887433	176887872	P05FC9	M	X02AD6	4	4	2	0
chr5	176887458	176887458	P058F0	P	Y00D92	1	1	2	1
chr5	177081967	177081967	P047EA	P	Y02C91	1	1	4	0
chr5	177081967	177081967	P09996	P	Y02EA0	1	1	2	0
chr5	177082192	177082192	P0ACD2	P	Y030BF	1	1	5	0
chr5	177106235	177106235	P08B9E	M	X0104E	1	1	2	1
chr5	177148686	177148686	P01634	M	X032B0	1	1	3	0
chr5	177162392	177301877	P0C942	M	X01F20	17	14	4	0
chr5	177406332	177406332	P08585	M	X02F30	1	1	2	0
chr5	177406414	177406414	P0B9BA	M	X02215	1	1	2	0
chr5	177416440	177416440	P0B521	M	X02ABB	1	1	11	0
chr5	178000924	178000924	P065B4	M	X03380	1	1	2	0
chr5	178056117	178056117	P0E8B1	P	Y022C3	1	1	2	0
chr5	178100660	178100660	P0C54E	P	Y02844	1	1	4	0
chr5	178113228	178113228	P0B97A	M	X021F2	1	1	5	0
chr5	178178251	178178251	P0C42C	M	X01112	1	1	5	0
chr5	178178551	178178551	P09309	P	Y02A43	1	1	2	0
chr5	178195340	178195398	P04736	M	X01CB5	2	2	4	0
chr5	178199133	178199133	P04E0F	P	Y00646	1	1	2	0
chr5	178215176	178226960	P03A9E	P	Y01969	7	3	2	0
chr5	178220931	178228844	P059D7	M	X03505	7	7	4	0
chr5	178293153	178293153	P0EAA6	M	X0233F	1	1	3	0
chr5	178351424	178351424	P0CA61	M	X019AF	1	1	2	0
chr5	178355571	178355571	P02ECA	P	Y0224E	1	1	3	0
chr5	178359223	178359223	P07271	P	Y00BA3	1	1	4	0
chr5	178360469	178360469	P08F4A	M	X00BA9	1	1	2	0
chr5	178360514	178360514	P040D8	M	X0122C	1	1	5	0
chr5	178411638	178411638	P07AC3	M	X009A5	1	1	5	0
chr5	178537019	178537019	P003AE	P	Y02BC3	1	1	2	0
chr5	178659528	178659528	P0CED5	P	Y007A6	1	1	2	0
chr5	178662597	178662597	P037B7	M	X03C48	1	1	2	0
chr5	178662597	178662597	P07B03	M	X02B04	1	1	6	0
chr5	178662597	178662597	P09580	M	X030BD	1	1	3	0
chr5	178688092	178688092	P0089E	M	X029CC	1	1	6	0
chr5	178728384	178728384	P0D9EF	P	Y02C12	1	1	5	0
chr5	178768041	178768041	P06CA3	P	Y006B2	1	1	7	0
chr5	178780608	178780608	P067BC	P	Y02BF4	1	1	6	0
chr5	178781020	178781020	P085CC	P	Y010F1	1	1	2	0
chr5	178781027	178781027	P0A269	P	Y01D87	1	1	10	0
chr5	178797235	178797235	P00477	P	Y0125B	1	1	4	0
chr5	178831556	178831556	P0E424	P	Y001E0	1	1	8	0
chr5	178985659	178985659	P050EA	M	X01475	1	1	3	0
chr5	178985760	178985760	P06B8A	M	X00097	1	1	5	0
chr5	178997543	178997543	P0105E	P	Y02819	1	1	4	0
chr5	179008987	179008987	P07E22	P	Y009B0	1	1	3	0
chr5	179135966	179135966	P06EA5	M	X00B53	1	1	6	0
chr5	179187442	179187442	P09D14	M	X003C8	1	1	3	0
chr5	179190861	179195614	P074B4	M	X03C0E	8	8	3	0
chr5	179206965	179206965	P0D060	P	Y002F5	1	1	2	0
chr5	179207546	179207546	P0B700	M	X020F1	1	1	2	0
chr5	179207618	179208004	P02D5C	M	X01E35	2	2	2	0
chr5	179207671	179207671	P019E8	M	X015EC	1	1	3	0
chr5	179207682	179207682	P0105C	M	X007F7	1	1	2	0
chr5	179207963	179207963	P0449C	P	Y020EC	1	1	2	0
chr5	179207977	179207977	P01E25	M	X0268C	1	1	3	0
chr5	179207977	179207977	P00420	P	Y00115	1	1	2	0
chr5	179208004	179208004	P0350E	P	Y00C53	1	1	3	0
chr5	179208004	179208004	P06FA0	P	Y02A27	1	1	2	0
chr5	179224284	179224284	P0128C	M	X03569	1	1	2	0
chr5	179224471	179224471	P07C50	P	Y00795	1	1	3	0
chr5	179260675	179260675	P08BAE	P	Y0250D	1	1	2	0
chr5	179274723	179274723	P06717	M	X008C6	1	1	3	0
chr5	179283227	179283227	P03C67	M	X0209F	1	1	2	0
chr5	179310947	179310947	P0BF14	M	X0000F	1	1	2	0
chr5	179310947	179310947	P06800	P	Y0306F	1	1	2	0
chr5	179320014	179320014	P095DC	P	Y02C92	1	1	4	0
chr5	179320611	179320611	P01BB2	M	X029B1	1	1	3	0
chr5	179320738	179320738	P00B53	M	X01E96	1	1	3	0
chr5	179321986	179324268	P0652E	M	X02C6A	3	3	4	0
chr5	179322081	179322081	P0DF94	P	Y01372	1	1	5	0
chr5	179329200	179329207	P06231	M	X02822	2	2	2	0
chr5	179370934	179370934	P0672E	M	X01F50	1	1	4	0
chr5	179399436	179399436	P08D2F	P	Y01764	1	1	2	0
chr5	179409414	179409414	P0C789	M	X01DF8	1	1	5	0
chr5	179438680	179438680	P02F35	P	Y0326D	1	1	9	0
chr5	179495057	179495090	P0334F	P	Y013E3	2	2	7	0
chr5	179600232	179600232	P0C978	M	X00826	1	1	3	0
chr5	179682337	179730776	P05DAA	M	X020A4	25	2	2	0
chr5	179807522	179807522	P007CD	M	X02770	1	1	2	0
chr5	179818330	179818330	P0911D	P	Y016D0	1	1	4	0
chr5	179822110	179822433	P0DC7A	P	Y0197B	3	3	3	0
chr5	179833478	179833478	P0CDC5	P	Y0012E	1	1	2	0
chr5	179833494	179833494	P06231	P	Y01AB5	1	1	2	0
chr5	179843167	179843167	P0293C	P	Y02CFD	1	1	3	0
chr5	179858752	179858752	P09AC1	M	X023FE	1	1	3	0
chr5	179913006	179913006	P0BBC7	M	X01E86	1	1	2	0
chr5	179930277	179930277	P069C5	P	Y01093	1	1	2	0
chr5	179946399	179946399	P00616	P	Y02304	1	1	4	0
chr5	179973446	179973446	P0A7C0	P	Y020E1	1	1	4	0
chr5	179973847	179973847	P04F22	P	Y01671	1	1	3	0
chr5	179974333	179974333	P0B71F	P	Y02239	1	1	2	0
chr5	180100094	180100094	P035CE	M	X0196D	1	1	9	0
chr5	180103283	180103283	P09E67	P	Y02053	1	1	3	0
chr5	180118299	180118300	P00393	P	Y00214	2	2	3	0
chr5	180119030	180119031	P04409	M	X00293	2	2	2	0
chr5	180119030	180119031	P03207	P	Y00364	2	2	2	0
chr5	180145176	180145239	P0A4B9	M	X027D0	2	2	3	0
chr5	180159404	180159404	P0375B	P	Y00BEF	1	1	2	0
chr5	180216092	180216092	P013B3	M	X024DC	1	1	3	0
chr5	180260943	180260943	P0B979	M	X00307	1	1	2	0
chr5	180267717	180267717	P06EE5	P	Y03002	1	1	3	0
chr5	180288869	180288869	P0E0D2	P	Y00C22	1	1	2	0
chr5	180321454	180321454	P023D4	P	Y030E0	1	1	2	0
chr5	180322737	180322737	P0EBF1	P	Y01068	1	1	4	0
chr5	180381246	180381246	P05490	M	X01942	1	1	5	0
chr5	180448510	180448510	P07FA1	M	X02574	1	1	2	0
chr5	180448544	180448544	P0245D	M	X03D34	1	1	5	0
chr5	180448544	180448544	P0C7A5	M	X001E8	1	1	5	0
chr5	180448544	180448544	P0522A	P	Y01AAE	1	1	2	0
chr5	180448544	180448544	P0979F	P	Y026FE	1	1	6	0
chr5	180448544	180448544	P0D9C1	P	Y00C92	1	1	2	0
chr5	180451065	180451065	P07FF3	P	Y0079B	1	1	2	0
chr5	180451303	180451303	P09FF1	M	X00288	1	1	2	0
chr5	180451303	180451303	P07285	P	Y02017	1	1	4	0
chr5	180471534	180471534	P029E0	M	X00B54	1	1	6	0
chr5	180482147	180482147	P07411	P	Y028BC	1	1	2	0
chr5	180622525	180623163	P0CC4F	M	X03B41	4	4	2	0
chr5	180627711	180627711	P0CB73	P	Y0260F	1	1	2	0
chr5	180684839	180684839	P00215	P	Y0137D	1	1	3	0
chr5	180703784	180703784	P0DD85	M	X01C44	1	1	17	0
chr5	180704124	180704124	P0E627	P	Y0267C	1	1	3	0
chr5	180791668	180791668	P03E6F	P	Y00567	1	1	4	0
chr5	180791668	180791668	P0B0EA	P	Y015D3	1	1	4	0
chr5	180799516	180799516	P0445F	P	Y020B1	1	1	2	0
chr5	180799668	180799668	P0606E	P	Y031EE	1	1	2	0
chr5	180875141	180875141	P05C7C	P	Y01473	1	1	2	0
chr5	181066452	181066452	P050C9	P	Y02E30	1	1	2	0
chr5	181187961	181187961	P07EF5	P	Y01187	1	1	10	0
chr5	181187961	181187961	P0B97B	P	Y0229F	1	1	2	0
chr6	230973	230973	P0DDCC	P	Y02BF5	1	1	6	0
chr6	231117	231117	P034F7	P	Y00D82	1	1	3	0
chr6	231146	231146	P0700B	P	Y01E45	1	1	3	0
chr6	237676	237676	P05E1A	P	Y01462	1	1	2	0
chr6	237906	237906	P05F62	P	Y0217C	1	1	3	0
chr6	244951	244951	P0CDDF	P	Y01B48	1	1	2	0
chr6	270718	270718	P0B948	P	Y00045	1	1	3	0
chr6	272501	272501	P0A367	M	X001F2	1	1	2	0
chr6	272501	272501	P098E1	P	Y00CA4	1	1	5	0
chr6	282714	282714	P03A7B	M	X036B5	1	1	2	0
chr6	284514	284514	P076E8	P	Y01BA5	1	1	4	0
chr6	288918	288918	P052C4	P	Y0101E	1	1	3	0
chr6	304135	304135	P036B9	M	X017FD	1	1	4	0
chr6	304135	304135	P0AD10	M	X0338C	1	1	2	0
chr6	308368	308368	P0B63B	M	X02F64	1	1	2	0
chr6	327349	327349	P096F1	P	Y00095	1	1	3	0
chr6	450256	450256	P04F2B	M	X01E66	1	1	5	0
chr6	466368	466368	P0134D	P	Y000FF	1	1	4	0
chr6	466368	466368	P0BCA3	P	Y029F0	1	1	2	0
chr6	466518	466518	P013BC	P	Y01208	1	1	2	0
chr6	466518	466518	P01B5A	P	Y00BDC	1	1	3	0
chr6	471112	471112	P08632	P	Y0157D	1	1	2	0
chr6	471112	471112	P08794	P	Y00EBF	1	1	2	0
chr6	496193	496193	P07814	P	Y025E9	1	1	2	0
chr6	566741	566741	P036B9	P	Y01721	1	1	4	0
chr6	567162	567162	P09CFD	P	Y026E7	1	1	4	0
chr6	696282	696282	P00BEF	P	Y02AA9	1	1	3	0
chr6	710931	710931	P0BF66	P	Y01B84	1	1	2	0
chr6	711055	711055	P00F5E	P	Y0050C	1	1	2	0
chr6	802474	802474	P0007E	P	Y01F41	1	1	4	0
chr6	833212	833212	P0485E	P	Y01CBC	1	1	3	0
chr6	840472	840472	P0D15E	P	Y01A8D	1	1	2	0
chr6	889708	889708	P068FD	P	Y02C29	1	1	4	0
chr6	890165	890165	P03B40	P	Y02C41	1	1	3	0
chr6	953409	959507	P0E847	P	Y02D98	4	3	2	0
chr6	1135208	1135208	P0D2B1	P	Y0272C	1	1	2	0
chr6	1146956	1146956	P0E895	M	X00E09	1	1	2	0
chr6	1200216	1200216	P06F1F	M	X02767	1	1	5	0
chr6	1213722	1213722	P043F1	P	Y005FD	1	1	2	0
chr6	1218807	1218807	P07554	P	Y015C5	1	1	4	0
chr6	1282167	1282167	P08D4B	M	X02B45	1	1	2	0
chr6	1282224	1282224	P02B70	P	Y0100E	1	1	3	0
chr6	1282224	1282224	P0DA6A	P	Y01566	1	1	2	0
chr6	1378486	1378486	P0033F	P	Y01F7B	1	1	2	0
chr6	1383228	1383228	P00129	M	X03310	1	1	9	0
chr6	1385330	1385330	P0915A	M	X0362D	1	1	3	0
chr6	1391598	1391598	P0C029	P	Y000D2	1	1	2	0
chr6	1402302	1466861	P04649	P	Y019A7	63	42	2	0
chr6	1505220	1505276	P033BA	M	X00363	2	2	3	0
chr6	1505220	1505220	P0D018	M	X00D65	1	1	2	0
chr6	1505220	1505220	P0CB60	P	Y02613	1	1	2	0
chr6	1523775	1523783	P02818	P	Y02D2D	2	2	5	0
chr6	1526335	1526335	P0D454	M	X0398F	1	1	4	0
chr6	1528875	1528875	P0F170	M	X0062F	1	1	2	0
chr6	1528875	1528900	P0EA62	P	Y00E9A	2	2	2	0
chr6	1529067	1529067	P06A93	P	Y00B92	1	1	3	0
chr6	1541546	1541546	P0C487	P	Y017EE	1	1	3	0
chr6	1541575	1541575	P03853	P	Y014DD	1	1	3	0
chr6	1573814	1573814	P0400A	M	X02FDE	1	1	2	0
chr6	1584149	1584216	P01C5C	P	Y00B2E	2	2	3	0
chr6	1584149	1584149	P0DBE8	P	Y00F37	1	1	2	0
chr6	1584216	1584216	P03A02	P	Y00A0B	1	1	3	0
chr6	1584216	1584513	P05653	P	Y03023	2	2	2	0
chr6	1584216	1584216	P09FAA	P	Y012DA	1	1	2	0
chr6	1584216	1584216	P0E0CD	P	Y02FD5	1	1	3	0
chr6	1593411	1593411	P06FF2	P	Y02895	1	1	3	0
chr6	1620392	1620392	P0EF68	M	X01A4E	1	1	2	0
chr6	1767225	1767225	P0C9B3	P	Y02DDD	1	1	9	0
chr6	1777530	1777530	P05DF0	P	Y01188	1	1	10	0
chr6	1988440	1988440	P0AC50	P	Y025A0	1	1	3	0
chr6	1988548	1988548	P0AF14	P	Y022C4	1	1	2	0
chr6	2097367	2097380	P072B4	P	Y018C8	2	2	4	0
chr6	2114020	2114020	P0C4F5	P	Y00B40	1	1	7	0
chr6	2208588	2208588	P04187	P	Y0012A	1	1	3	0
chr6	2208588	2208588	P0C861	P	Y00B88	1	1	2	0
chr6	2208588	2208588	P0E4B8	P	Y00568	1	1	4	0
chr6	2355085	2355085	P072B1	P	Y01F8B	1	1	8	0
chr6	2459055	2459055	P01F24	P	Y0035D	1	1	3	0
chr6	2459055	2459055	P0242E	P	Y02D8F	1	1	2	0
chr6	2459055	2459055	P051C4	P	Y018BF	1	1	5	0
chr6	2459055	2459055	P0BFF1	P	Y00D41	1	1	3	0
chr6	2496430	2496430	P0EAB3	P	Y00076	1	1	2	0
chr6	2510934	2510934	P092D9	P	Y02DE4	1	1	2	0
chr6	2511081	2511081	P0448C	M	X0273E	1	1	6	0
chr6	2511325	2511325	P09EFC	P	Y012DB	1	1	2	0
chr6	2528806	2528806	P0CC2B	M	X00CFF	1	1	2	0
chr6	2601935	2601935	P01357	P	Y00FA4	1	1	2	0
chr6	2608338	2608338	P0C598	M	X007AF	1	1	5	0
chr6	2677823	2677823	P058D1	P	Y02E1B	1	1	4	0
chr6	2713238	2713238	P0BC87	M	X03442	1	1	2	0
chr6	2745138	2745138	P03FD5	P	Y01A96	1	1	2	0
chr6	2782837	2782837	P00D2A	P	Y015BE	1	1	2	0
chr6	2824313	2839622	P09996	M	X00D13	6	3	2	0
chr6	2826443	2831821	P00A29	M	X033B8	2	2	2	0
chr6	2830610	2830610	P09BFC	M	X00730	1	1	6	0
chr6	2831844	2831844	P00CA5	M	X01F3D	1	1	2	0
chr6	2831844	2831844	P069DD	P	Y01D66	1	1	3	0
chr6	2832097	2832097	P053C8	M	X01D00	1	1	2	0
chr6	2832278	2832278	P0528E	P	Y0109F	1	1	3	0
chr6	2842542	2842542	P087CE	P	Y019E0	1	1	2	0
chr6	2855768	2855768	P0BF66	P	Y01B85	1	1	2	0
chr6	2897961	2897961	P00F51	P	Y024C3	1	1	3	0
chr6	2926649	2986511	P0E5D2	M	X011CC	25	9	3	0
chr6	3028729	3028729	P0CEF7	M	X01142	1	1	2	0
chr6	3066769	3066769	P0B4E2	M	X01D13	1	1	4	0
chr6	3072824	3072824	P084DD	P	Y00FAF	1	1	3	0
chr6	3073131	3073200	P0F3AC	P	Y02245	2	2	2	0
chr6	3138265	3138265	P06588	M	X000C2	1	1	8	0
chr6	3157575	3157575	P0F517	P	Y008B0	1	1	2	0
chr6	3162439	3162439	P065AA	M	X039DC	1	1	2	0
chr6	3296664	3296664	P0E0DE	P	Y0241F	1	1	2	0
chr6	3296856	3296856	P00E48	M	X03946	1	1	3	0
chr6	3296856	3296856	P0B3CD	M	X03919	1	1	9	0
chr6	3296856	3296856	P06A97	P	Y00869	1	1	2	0
chr6	3356247	3356247	P08B01	P	Y02221	1	1	2	0
chr6	3361115	3361115	P04CD1	P	Y02054	1	1	3	0
chr6	3608292	3608292	P06D7E	P	Y012F5	1	1	3	0
chr6	3686261	3686261	P070BC	M	X00DE7	1	1	3	0
chr6	3690096	3690096	P0E916	P	Y01207	1	1	2	0
chr6	3738959	3738959	P0445F	P	Y020B2	1	1	2	0
chr6	3739318	3739318	P047D5	M	X01B86	1	1	3	0
chr6	3839279	3839279	P06FF2	P	Y02896	1	1	3	0
chr6	3884645	3884645	P03B4D	M	X0384A	1	1	2	0
chr6	3884645	3884645	P04C0E	M	X036FD	1	1	2	0
chr6	3884645	3884645	P0B84E	M	X001A3	1	1	3	0
chr6	3884918	3884918	P03B10	M	X02501	1	1	2	0
chr6	3885012	3885012	P059BB	P	Y01689	1	1	3	0
chr6	3885142	3885142	P0AF3C	M	X00325	1	1	3	0
chr6	3886788	3886788	P0A4E7	M	X0255C	1	1	2	0
chr6	3891367	3891367	P0EF2F	M	X034A7	1	1	2	0
chr6	3905098	3905105	P047C6	P	Y00EB5	2	2	2	0
chr6	3943505	3943505	P0727E	M	X0145B	1	1	2	0
chr6	3946624	3946624	P0A7F2	P	Y00241	1	1	5	0
chr6	3957395	3957395	P0E778	P	Y0154C	1	1	6	0
chr6	3957418	3957418	P02720	M	X02D3D	1	1	3	0
chr6	3957418	3957418	P0663D	P	Y024BA	1	1	5	0
chr6	3957418	3957418	P0D7AB	P	Y02A0A	1	1	4	0
chr6	3958778	3958778	P02BB0	P	Y01E20	1	1	3	0
chr6	3958778	3958778	P08300	P	Y01CBD	1	1	3	0
chr6	3979517	3979517	P06285	M	X01D01	1	1	2	0
chr6	4037224	4037224	P0492F	P	Y02C59	1	1	6	0
chr6	4066812	4066812	P03482	P	Y00639	1	1	3	0
chr6	4148333	4148333	P0B33A	P	Y00F26	1	1	5	0
chr6	4148375	4148375	P08317	P	Y01663	1	1	2	0
chr6	4156494	4156494	P09FA6	M	X025A2	1	1	4	0
chr6	4480702	4480702	P0D7F7	M	X00636	1	1	2	0
chr6	4591827	4591827	P06842	M	X03BE7	1	1	4	0
chr6	4658348	4658348	P013F4	P	Y02055	1	1	3	0
chr6	4658659	4658659	P045C4	P	Y02CF3	1	1	2	0
chr6	4658659	4658659	P0CB59	P	Y00F38	1	1	2	0
chr6	4676321	4676321	P02174	P	Y00C7D	1	1	3	0
chr6	4953645	4953645	P0CDEB	P	Y02145	1	1	2	0
chr6	5071441	5071441	P0864A	M	X03627	1	1	2	0
chr6	5087853	5087853	P03E6F	M	X00449	1	1	4	0
chr6	5253821	5253821	P0D3AA	M	X01A15	1	1	2	0
chr6	5306166	5306166	P06B3C	M	X00E47	1	1	2	0
chr6	5306166	5306166	P0CE3E	P	Y00626	1	1	2	0
chr6	5429202	5429202	P0395C	M	X03B21	1	1	3	0
chr6	5444233	5444233	P0093B	P	Y01E11	1	1	2	0
chr6	5459202	5459202	P051DE	P	Y00C6B	1	1	3	0
chr6	5459852	5459852	P02BC7	P	Y015F7	1	1	3	0
chr6	5481756	5481756	P0C583	P	Y0073C	1	1	2	0
chr6	5481819	5481819	P09911	P	Y0209F	1	1	2	0
chr6	5491650	5491689	P022B2	P	Y0285C	2	2	2	0
chr6	5548040	5548040	P04A84	P	Y0311C	1	1	2	0
chr6	5571439	5571439	P0E6D7	P	Y005F8	1	1	4	0
chr6	5663965	5663965	P02738	M	X03745	1	1	2	0
chr6	5663965	5663965	P05D53	M	X00E1F	1	1	2	0
chr6	5664155	5664155	P07F48	M	X01B87	1	1	3	0
chr6	5664231	5664231	P0D1B7	M	X0097B	1	1	2	0
chr6	5722629	5722629	P0956F	P	Y01AFD	1	1	2	0
chr6	5722994	5722994	P0668B	P	Y01606	1	1	3	0
chr6	5893063	5893063	P035CE	M	X0196E	1	1	9	0
chr6	5895433	5895433	P0469E	M	X02811	1	1	2	0
chr6	5979004	5979004	P035AE	M	X019A8	1	1	2	0
chr6	6161751	6161751	P0635E	P	Y009A7	1	1	4	0
chr6	6162258	6162258	P044D7	M	X034D1	1	1	2	0
chr6	6171399	6171399	P0A691	P	Y02CA2	1	1	2	0
chr6	6171439	6171439	P0C69D	M	X017E9	1	1	2	0
chr6	6176003	6176005	P03C89	M	X02D3E	2	2	3	0
chr6	6176003	6176005	P0CAE2	M	X039C8	2	2	4	0
chr6	6176003	6176003	P04D1C	P	Y01D1C	1	1	4	0
chr6	6319879	6319879	P002AD	M	X01993	1	1	3	0
chr6	6320575	6320575	P0BC8F	M	X03438	1	1	3	0
chr6	6351085	6351085	P0A0CB	M	X033D2	1	1	7	0
chr6	6565479	6565479	P01321	M	X01C0D	1	1	2	0
chr6	6565479	6565479	P0D213	M	X01037	1	1	2	0
chr6	6649161	6649161	P0E85E	P	Y010AE	1	1	2	0
chr6	6649204	6649204	P077CC	M	X001FD	1	1	4	0
chr6	6674299	6674360	P0B668	P	Y0112E	2	2	2	0
chr6	6736939	6736939	P065EB	M	X00DFB	1	1	2	0
chr6	6792883	6792883	P0036D	M	X00D47	1	1	3	0
chr6	6812670	6812670	P000F2	M	X01247	1	1	3	0
chr6	6880929	6880929	P0EA71	M	X01CA6	1	1	2	0
chr6	6899179	6899179	P02EEC	P	Y00852	1	1	9	0
chr6	6899179	6899179	P0DBE8	P	Y00F39	1	1	2	0
chr6	6906264	6910338	P08632	M	X035C9	5	5	2	0
chr6	6932141	6932141	P0D113	M	X02A96	1	1	2	0
chr6	6988247	6988247	P07628	M	X00601	1	1	2	0
chr6	6988312	6988312	P00E55	P	Y0032A	1	1	3	0
chr6	6988312	6988312	P0ABAC	P	Y00A43	1	1	2	0
chr6	6988312	6988312	P0E9FE	P	Y0137E	1	1	3	0
chr6	7023620	7023620	P00941	M	X01AAF	1	1	4	0
chr6	7076265	7076265	P03A78	M	X00C85	1	1	2	0
chr6	7126289	7126289	P0BC8A	P	Y01AD0	1	1	2	0
chr6	7146117	7146117	P02497	M	X031CE	1	1	2	0
chr6	7179946	7179946	P046E9	M	X02486	1	1	2	0
chr6	7202045	7202045	P091CD	M	X0101C	1	1	3	0
chr6	7221979	7221979	P02EA3	M	X023AA	1	1	2	0
chr6	7230447	7230447	P07122	M	X003B9	1	1	2	0
chr6	7267863	7267863	P031FD	P	Y0152E	1	1	2	0
chr6	7267886	7267886	P01F24	M	X00D95	1	1	3	0
chr6	7268060	7268060	P0ED5B	M	X00D3A	1	1	7	0
chr6	7307109	7307109	P0075C	P	Y02B5E	1	1	6	0
